;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:37:13 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,1,100,1,RAN,BOM,23.46,12.297589.53
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:50:42 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,5,500,5,RAN,BOM,9981.92,1990.091997.11
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:50:50 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,7,700,7,RAN,BOM,9990.44,1424.321427.21
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:50:58 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,8,800,8,RAN,BOM,9989.91,1245.71249.06
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:51:20 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,1,100,1,RAN,BOM,23.46,12.29,7589.53
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:51:28 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,5,500,5,RAN,BOM,9981.92,1990.09,1997.11
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:51:36 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
