;;TEST RADIUS: Mon Jan 24 23:21:10 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj10EE8HMMetricE],[8HMMetric, ]
sname,MADI,dim,dbSize,collection, nQueries,radius,nfound,aveNfound,radiusSum,Pivot,Partition,NNodesVistd,NDistCalls,btime,stime,stime_n1000
CMT,200,50,2018,F,2,2,4036,2018,0,RAN,BOM,2018,2018,50,10,5000
CMT,200,50,2018,F,2,3,4036,2018,0,RAN,BOM,2018,2018,50,8,4000
CMT,200,50,2018,F,2,4,4036,2018,0,RAN,BOM,2018,2018,50,7,3500
CMT,200,50,2018,F,2,5,4036,2018,0,RAN,BOM,2018,2018,50,7,3500
CMT,200,50,2018,F,2,6,4036,2018,0,RAN,BOM,2018,2018,50,7,3500
CMT,200,50,2018,F,2,7,4036,2018,0,RAN,BOM,2018,2018,50,6,3000
CMT,200,50,2018,F,2,8,4036,2018,0,RAN,BOM,2018,2018,50,6,3000
CMT,200,50,2018,F,2,9,4036,2018,0,RAN,BOM,2018,2018,50,6,3000
CMT,200,50,2018,F,2,10,4036,2018,0,RAN,BOM,2018,2018,50,6,3000
CMT,200,50,2018,F,2,11,4036,2018,0,RAN,BOM,2018,2018,50,6,3000
CMT,300,50,2018,F,2,1,4036,2018,0,RAN,BOM,2018,2018,46,7,3500
CMT,300,50,2018,F,2,2,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,3,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,4,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,5,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,6,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,7,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,8,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,9,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,10,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,300,50,2018,F,2,11,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,400,50,2018,F,2,1,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,2,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,3,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,4,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,5,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,6,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,7,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,8,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,9,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,10,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,400,50,2018,F,2,11,4036,2018,0,RAN,BOM,2018,2018,47,6,3000
CMT,500,50,2018,F,2,1,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,2,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,3,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,4,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,5,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,6,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,7,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,8,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,9,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,10,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
CMT,500,50,2018,F,2,11,4036,2018,0,RAN,BOM,2018,2018,46,6,3000
;;TEST RADIUS: Wed Jan 26 03:24:39 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj10EE8HMMetricE],[8HMMetric, ]
sname,MADI,dim,dbSize,collection, nQueries,radius,nfound,aveNfound,radiusSum,Pivot,Partition,NNodesVistd,NDistCalls,btime,stime,stime_n1000
CMT,10,50,2000,F,20,1,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,10,50,2000,F,20,2,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,10,50,2000,F,20,3,40000,2000,0,RAN,BOM,2000,2000,45,59,2950
CMT,10,50,2000,F,20,4,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,10,50,2000,F,20,5,40000,2000,0,RAN,BOM,2000,2000,45,59,2950
CMT,10,50,2000,F,20,6,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,10,50,2000,F,20,7,40000,2000,0,RAN,BOM,2000,2000,45,59,2950
CMT,10,50,2000,F,20,8,40000,2000,0,RAN,BOM,2000,2000,45,61,3050
CMT,10,50,2000,F,20,9,40000,2000,0,RAN,BOM,2000,2000,45,62,3100
CMT,10,50,2000,F,20,10,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,10,50,2000,F,20,11,40000,2000,0,RAN,BOM,2000,2000,45,60,3000
CMT,100,50,2000,F,20,1,40000,2000,0,RAN,BOM,2000,2000,44,61,3050
CMT,100,50,2000,F,20,2,40000,2000,0,RAN,BOM,2000,2000,44,62,3100
CMT,100,50,2000,F,20,3,40000,2000,0,RAN,BOM,2000,2000,44,60,3000
CMT,100,50,2000,F,20,4,40000,2000,0,RAN,BOM,2000,2000,44,60,3000
CMT,100,50,2000,F,20,5,40000,2000,0,RAN,BOM,2000,2000,44,60,3000
CMT,100,50,2000,F,20,6,40000,2000,0,RAN,BOM,2000,2000,44,61,3050
CMT,100,50,2000,F,20,7,40000,2000,0,RAN,BOM,2000,2000,44,60,3000
CMT,100,50,2000,F,20,8,40000,2000,0,RAN,BOM,2000,2000,44,61,3050
CMT,100,50,2000,F,20,9,40000,2000,0,RAN,BOM,2000,2000,44,62,3100
